zone_id,violation_count,center_lat,center_lng,wrong_parking_count,no_parking_count,main_road_parking_count,road_crossing_parking_count,footpath_parking_count,double_parking_count,peak_hour_count,weekend_count,junction_violation_count,total_vehicles,unique_vehicles,unique_vehicle_types,unique_violation_types,active_hours,active_days,avg_response_time,median_response_time,police_stations,wrong_parking_ratio,no_parking_ratio,main_road_parking_ratio,road_crossing_ratio,footpath_parking_ratio,double_parking_ratio,peak_hour_ratio,weekend_ratio,junction_violation_ratio,repeat_offender_ratio,vehicle_diversity,temporal_spread,nearest_metro_dist,nearest_mall_dist,nearest_hospital_dist,nearest_market_dist,nearest_bus_stand_dist,nearest_school_dist,nearest_event_venue_dist,poi_count_500m,poi_count_1km,log_violation_count,violation_density_rank,violation_zscore,spillover_label,risk_score,risk_prediction,impact_score,impact_risk_component,impact_density_component,impact_peak_hour_component,impact_road_impact_component,impact_poi_component,impact_repeat_offender_component,severity,enforcement_priority
Z_107_84,67,13.184234234234234,77.6912037037037,67,0,0,0,0,0,0,4,0,67,58,3,69,6,7,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05970149253731343,0.0,0.13432835820895528,0.5,0.625,22012.484792243133,20761.94811912573,20283.299142068183,24123.137381403387,24679.779324362877,22504.97351573636,23601.045457589786,0,0,4.219507705176107,0.6976516634050881,-0.15731474349904961,0,4.2861684e-05,0,0.09867866006093015,4.2861684e-05,0.39062691673018474,0.0,0.0,0.07107582387872902,0.13432835820895528,LOW,1267
Z_107_85,11,13.184234234234234,77.69583333333333,10,1,0,0,0,0,0,2,0,11,11,1,12,5,4,,,1,0.9090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.16666666666666666,0.3898809523809524,22112.222568806108,20753.10153304211,20575.705253188007,24353.662990534343,24555.16852522662,22807.957751999234,23600.397698110984,0,0,2.4849066497880004,0.39823874755381605,-0.22637151256885935,0,3.556151e-05,0,0.046614473480301594,3.556151e-05,0.19847927405631657,0.0,0.0,0.06907950216150949,0.0,LOW,1517
Z_108_73,11,13.188738738738738,77.64027777777777,0,11,0,0,0,0,0,0,0,11,10,1,11,2,3,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909094,0.16666666666666666,0.25595238095238093,21035.570688198994,21702.847130541963,18167.159625307948,22034.91074034659,24654.76721484186,20173.48056739407,22145.602257840743,0,0,2.4849066497880004,0.39823874755381605,-0.22637151256885935,0,3.253594e-05,0,0.05808422460602172,3.253594e-05,0.19847927405631657,0.0,0.0,0.09287699921217385,0.09090909090909094,LOW,1501
Z_108_74,341,13.188738738738738,77.6449074074074,70,275,128,7,5,1,95,119,0,341,317,6,498,16,7,,,1,0.20527859237536658,0.8064516129032258,0.375366568914956,0.020527859237536656,0.01466275659824047,0.002932551319648094,0.2785923753665689,0.3489736070381232,0.0,0.0703812316715543,1.0,0.8333333333333333,21361.849852171265,21930.816298684214,18342.919906130028,22217.97770996401,24808.904335561034,20375.664285756684,22310.73284167752,0,0,5.834810737062605,0.9001956947162426,0.1805701623068052,1,0.995793,1,0.5048749042092416,0.995793,0.5695595126817637,0.2785923753665689,0.23343108504398827,0.0838344607401742,0.0703812316715543,MEDIUM,347
Z_108_80,1,13.188738738738738,77.67268518518519,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.09226190476190475,22223.48306731157,21414.85055496353,19634.725898639288,23511.804562514943,25744.83744495478,21792.57067060253,23502.649217414684,0,0,0.6931471805599453,0.060665362035225046,-0.2387030784741825,0,4.671657e-05,0,0.005785049988846747,4.671657e-05,0.0,0.0,0.0,0.057710350174624336,0.0,LOW,1530
Z_108_81,1,13.188738738738738,77.6773148148148,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.09226190476190475,22277.178360483722,21359.243539312796,19886.143150489184,23757.648277093525,25586.130132604067,22059.780294348555,23732.57943010348,0,0,0.6931471805599453,0.060665362035225046,-0.2387030784741825,0,2.837219e-05,0,0.005693098152397047,2.837219e-05,0.0,0.0,0.0,0.056845864952543845,0.0,LOW,1531
Z_108_82,1257,13.188738738738738,77.68194444444444,776,488,57,1,0,3,163,307,0,1257,1187,6,1355,19,7,,,2,0.6173428798727129,0.38822593476531425,0.045346062052505964,0.0007955449482895784,0.0,0.002386634844868735,0.12967382657120127,0.24423229912490055,0.0,0.05568814638027053,1.0,0.8958333333333333,22342.000528968125,21315.28946201041,20146.902031236135,24011.44638440865,25436.31914766513,22335.049749137263,23970.793638257186,0,0,7.1372784372603855,0.9686888454011742,1.3101415992344074,1,0.9980896,1,0.476901244262611,0.9980896,0.7138382778044233,0.12967382657120127,0.02752585521081941,0.055579383373049907,0.05568814638027053,MEDIUM,467
Z_109_74,592,13.193243243243243,77.6449074074074,63,532,204,1,0,1,199,217,0,592,558,6,813,15,7,,,1,0.10641891891891891,0.8986486486486487,0.34459459459459457,0.0016891891891891893,0.0,0.0016891891891891893,0.33614864864864863,0.36655405405405406,0.0,0.057432432432432456,1.0,0.8125,21741.627398923338,22375.742827472088,18810.57590624634,22683.075612603905,25284.50045534686,20832.701955285513,22782.499259508408,0,0,6.385194398997726,0.9393346379647749,0.4900924665304167,1,0.9951533,1,0.5185245937116726,0.9951533,0.6305273778162529,0.33614864864864863,0.2074324324324324,0.06592696526738573,0.057432432432432456,HIGH,281
Z_109_75,24,13.193243243243243,77.64953703703704,1,23,13,0,0,0,12,5,0,24,24,3,37,7,5,,,1,0.041666666666666664,0.9583333333333334,0.5416666666666666,0.0,0.0,0.0,0.5,0.20833333333333334,0.0,0.0,0.5,0.5029761904761905,22062.01122833541,22351.111842642364,18993.614835761084,22871.94376505571,25444.70207949089,21040.495680112996,22953.998438675175,0,0,3.2188758248682006,0.5247879973907371,-0.21034047689193924,0,0.0022045025,0,0.18630667075873872,0.0022045025,0.27978352920413174,0.5,0.32499999999999996,0.05938614131226416,0.0,MEDIUM,710
Z_109_82,97,13.193243243243243,77.68194444444444,67,30,0,0,0,0,13,29,0,97,95,3,98,13,7,,,1,0.6907216494845361,0.30927835051546393,0.0,0.0,0.0,0.0,0.13402061855670103,0.29896907216494845,0.0,0.020618556701030966,0.5,0.7708333333333333,22838.027745330204,21814.75136349793,20573.561728667264,24442.41032592548,25916.092372368144,22752.729229247725,24410.469295346094,0,0,4.584967478670572,0.7560339204174821,-0.1203200457830801,0,0.061016437,0,0.13031624483413648,0.061016437,0.4311101354800866,0.13402061855670103,0.0,0.03624338284635842,0.020618556701030966,LOW,1092
Z_109_83,1,13.193243243243243,77.68657407407407,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.09226190476190475,22912.236836425636,21783.261980320032,20837.77716513552,24699.346240544844,25777.958178605102,23030.626674786705,24613.571900796855,0,0,0.6931471805599453,0.060665362035225046,-0.2387030784741825,0,4.671657e-05,0,0.0034745123490961486,4.671657e-05,0.0,0.0,0.0,0.03460497377711835,0.0,LOW,1532
Z_109_84,3,13.193243243243243,77.6912037037037,0,3,0,0,0,0,0,0,0,3,3,1,3,2,1,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.11309523809523808,22997.141323411233,21763.281892512477,21110.594655211076,24963.709371616304,25648.884560077397,23315.99459412428,24602.73327899103,0,0,1.3862943611198906,0.19960861056751467,-0.23623676529311788,0,2.837219e-05,0,0.018622372882949188,2.837219e-05,0.07678226434655998,0.0,0.0,0.03257408356494529,0.0,LOW,1527
Z_109_85,5,13.193243243243243,77.69583333333333,1,4,0,0,0,0,2,0,0,5,5,1,5,4,2,,,1,0.2,0.8,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.16666666666666666,0.22619047619047616,23092.62323549705,21754.84281121429,21391.68508411032,25235.266298913593,25529.008946885217,23608.562091209347,24602.111916164347,0,0,1.791759469228055,0.27234181343770386,-0.23377045211205325,0,0.0001528836,0,0.08740052311279208,0.0001528836,0.12169700970975657,0.4,0.0,0.03015256087902063,0.0,LOW,1331
Z_109_86,9,13.193243243243243,77.70046296296296,1,8,0,0,0,0,2,1,0,9,8,1,9,6,4,,,1,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.11111111111111116,0.16666666666666666,0.4107142857142857,23198.55196752638,21757.95816537984,21680.726678394916,25471.788387163266,25418.461475113596,23908.064859637525,24611.70858617126,0,0,2.302585092994046,0.3695368558382257,-0.22883782574992398,0,0.00033229115,0,0.08297757362146659,0.00033229115,0.1782828967753459,0.2222222222222222,0.0,0.0277686247237785,0.11111111111111116,LOW,1365
Z_109_87,2,13.193243243243243,77.70509259259259,0,2,0,0,0,0,1,0,0,2,2,1,2,2,2,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.16666666666666666,0.1845238095238095,23314.785127199964,21772.622995180194,21977.405724720047,25673.486110884267,25317.364338199703,24214.245556342557,24631.511345884483,0,0,1.0986122886681098,0.14840182648401826,-0.2374699218836502,0,0.0001528836,0,0.08657085368850174,0.0001528836,0.04491474536319661,0.5,0.0,0.025420395329237455,0.0,LOW,1337
Z_109_88,2,13.193243243243243,77.70972222222223,0,2,0,0,0,0,0,0,0,2,1,1,2,1,1,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.09226190476190475,23441.16943130728,21798.81399140601,22281.417145021816,25883.32698073473,25225.831158274996,24526.854090979577,24661.495609362588,0,0,1.0986122886681098,0.14840182648401826,-0.2374699218836502,0,6.760797e-05,0,0.06127049807666849,6.760797e-05,0.04491474536319661,0.0,0.0,0.02267266611886476,0.5,LOW,1491
Z_110_80,1,13.197747747747748,77.67268518518519,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.09226190476190475,23220.813901773116,22409.396472785695,20512.740622483998,24394.083545491965,26694.060347385224,22651.341068422484,24401.254470071268,0,0,0.6931471805599453,0.060665362035225046,-0.2387030784741825,0,2.837219e-05,0,0.0019012635992971317,2.837219e-05,0.0,0.0,0.0,0.018927519421544692,0.0,LOW,1533
Z_110_81,8,13.197747747747748,77.6773148148148,0,8,0,0,0,0,2,0,0,8,8,2,8,6,3,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.3333333333333333,0.3392857142857143,23272.206313383267,22356.265291870135,20753.5151559376,24631.11413588148,26541.03533282902,22908.526629332864,24622.786752925753,0,0,2.1972245773362196,0.34996738421395956,-0.2300709823404563,0,0.00016688924,0,0.07268172155721313,0.00016688924,0.1666117550729532,0.25,0.0,0.01809303768784587,0.0,LOW,1452
Z_110_82,28,13.197747747747748,77.68194444444444,3,25,0,0,0,0,10,4,0,28,27,2,28,10,5,,,1,0.10714285714285714,0.8928571428571429,0.0,0.0,0.0,0.0,0.35714285714285715,0.14285714285714285,0.0,0.0357142857142857,0.3333333333333333,0.5654761904761905,23334.262202903246,22314.276750103098,21003.499235116375,24875.993339369,26396.649661237494,23173.70674843522,24852.461284041397,0,0,3.367295829986474,0.5463144161774299,-0.20540785052980998,0,0.0002143565,0,0.11813907903536185,0.0002143565,0.2962245166118898,0.35714285714285715,0.0,0.016870116121884937,0.0357142857142857,LOW,1158
Z_110_83,5,13.197747747747748,77.68657407407407,3,2,0,0,0,0,0,1,0,5,5,1,5,2,4,,,1,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.16666666666666666,0.3273809523809524,23406.896758077375,22283.493835444217,21262.36802938876,25128.491700793988,26261.045832779055,23446.610172916688,25090.054461748205,0,0,1.791759469228055,0.27234181343770386,-0.23377045211205325,0,3.008226e-05,0,0.025874412434244324,3.008226e-05,0.12169700970975657,0.0,0.0,0.01525985813745434,0.0,LOW,1524
Z_110_84,2,13.197747747747748,77.6912037037037,0,2,0,0,0,0,1,1,0,2,2,1,2,2,2,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.16666666666666666,0.1845238095238095,23490.01184673819,22263.963027799062,21529.801058462428,25388.381893697155,26134.36054738101,23726.970407899204,25103.579232978118,0,0,1.0986122886681098,0.14840182648401826,-0.2374699218836502,0,0.00031007262,0,0.08540234155463598,0.00031007262,0.04491474536319661,0.5,0.0,0.013263706953995813,0.0,LOW,1345
Z_110_85,3,13.197747747747748,77.69583333333333,0,3,0,0,0,0,0,1,0,3,3,1,3,2,2,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.1845238095238095,23583.496659790315,22255.713950517365,21805.48321672875,25655.439280704108,26016.7240887068,24014.526288640358,25102.970278538,0,0,1.3862943611198906,0.19960861056751467,-0.23623676529311788,0,2.9604429e-05,0,0.016453678516148828,2.9604429e-05,0.07678226434655998,0.0,0.0,0.010883443173871798,0.0,LOW,1528
Z_110_86,25,13.197747747747748,77.70046296296296,0,25,0,0,0,0,0,1,0,25,22,3,25,7,6,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.12,0.5,0.5744047619047619,23687.228421011325,22258.75914660452,22089.105647523113,25929.44240953595,25908.259715687433,24309.022460551896,25112.375374361458,0,0,3.258096538021482,0.5319634703196348,-0.2091073203014069,0,3.9671188e-05,0,0.06964964758331091,3.9671188e-05,0.2841281406368193,0.0,0.0,0.008121180993179489,0.12,LOW,1460
Z_110_87,51,13.197747747747748,77.70509259259259,14,37,0,0,0,0,5,3,0,51,51,4,52,11,5,,,1,0.27450980392156865,0.7254901960784313,0.0,0.0,0.0,0.0,0.09803921568627451,0.058823529411764705,0.0,0.0,0.6666666666666666,0.5863095238095238,23801.073153509733,22273.093983572453,22380.366475773873,26131.000459260023,25809.083067502725,24610.20977342444,25131.783277739614,0,0,3.9512437185814275,0.649706457925636,-0.17704524894756668,0,0.00020724958,0,0.08752838445574723,0.00020724958,0.3609104049833793,0.09803921568627451,0.0,0.005782462293275836,0.0,LOW,1330
Z_110_88,13,13.197747747747748,77.70972222222223,3,10,1,0,0,0,1,1,0,13,13,1,14,9,4,,,1,0.23076923076923078,0.7692307692307693,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.16666666666666666,0.4732142857142857,23924.886492294896,22298.696688608103,22678.97140873459,26337.19258269459,25719.301588084454,24917.84559659739,25161.1708418775,0,0,2.6390573296152584,0.4249836921069798,-0.2239051993877947,0,0.002105121,0,0.06251269058681948,0.002105121,0.21555506774004324,0.07692307692307693,0.046153846153846156,0.0030860222016758643,0.0,LOW,1487
Z_110_89,2,13.197747747747748,77.71435185185184,1,1,0,0,0,0,1,0,0,2,2,1,2,2,2,,,1,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.16666666666666666,0.1845238095238095,24058.51453225209,22335.528513438727,22984.634215223956,26551.253701302143,25639.01397631811,25231.69406191716,25200.50315344827,0,0,1.0986122886681098,0.14840182648401826,-0.2374699218836502,0,0.00014532573,0,0.08402654679256244,0.00014532573,0.04491474536319661,0.5,0.0,0.0,0.0,LOW,1360
Z_22_87,1,12.80135135135135,77.70509259259259,1,0,0,0,1,0,0,0,0,1,1,1,2,1,1,,,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.09226190476190475,18315.85738064545,17659.48756252498,14374.195541720903,14204.81743383269,15678.375218359544,18268.070678322983,17682.907413128665,0,0,0.6931471805599453,0.060665362035225046,-0.2387030784741825,0,3.8436785e-05,0,0.03320725243192451,3.8436785e-05,0.0,0.0,0.0,0.3319572139607212,0.0,LOW,1523
Z_23_85,20,12.805855855855855,77.69583333333333,13,16,5,1,15,5,1,12,0,20,19,3,56,5,3,,,1,0.65,0.8,0.25,0.05,0.75,0.25,0.05,0.6,0.0,0.050000000000000044,0.5,0.31845238095238093,17213.735121178288,16586.27622978269,13273.099776814748,13279.620745691118,14705.239816362518,17283.649693460713,17438.876750025058,0,0,3.044522437723423,0.49249836921069795,-0.2152731032540685,0,0.0056479336,0,0.12911622849509602,0.0056479336,0.26046981310323986,0.05,0.16999999999999998,0.37327885685155915,0.050000000000000044,LOW,1098
Z_23_86,22,12.805855855855855,77.70046296296296,15,21,21,6,1,1,0,11,0,22,21,2,65,3,4,,,1,0.6818181818181818,0.9545454545454546,0.9545454545454546,0.2727272727272727,0.045454545454545456,0.045454545454545456,0.0,0.5,0.0,0.045454545454545414,0.3333333333333333,0.3482142857142857,17613.8228533767,16950.80337386459,13671.933206783766,13520.183685954053,14981.41648341421,17568.82470139175,17309.406869449293,0,0,3.1354942159291497,0.5114155251141552,-0.21280679007300388,0,0.00025424,0,0.19703199763924742,0.00025424,0.2705470655514515,0.0,0.6818181818181819,0.3602813070975094,0.045454545454545414,MEDIUM,664
Z_24_85,7,12.81036036036036,77.69583333333333,0,7,1,0,6,1,0,0,0,7,7,1,15,1,1,,,1,0.0,1.0,0.14285714285714285,0.0,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,0.16666666666666666,0.09226190476190475,16912.39002532963,16242.165705281539,12970.428011433773,12838.211029009779,14285.658836920356,16870.40728176933,16957.334738119873,0,0,2.0794415416798357,0.32322243966079583,-0.2313041389309886,0,0.00031299278,0,0.08251991129133446,0.00031299278,0.15356452869311996,0.0,0.0857142857142857,0.38855964854569935,0.0,LOW,1374
Z_25_84,1,12.814864864864864,77.6912037037037,1,1,1,0,0,0,0,0,0,1,1,1,3,1,1,,,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.09226190476190475,16211.636168631338,15533.580056733457,12269.808723460199,12159.346113058504,13591.285743848333,16172.924928127699,16628.05139395254,0,0,0.6931471805599453,0.060665362035225046,-0.2387030784741825,0,0.00013216215,0,0.13171814935285647,0.00013216215,0.0,0.0,0.6,0.41678500706222155,0.0,LOW,1085
Z_26_83,84,12.819369369369369,77.68657407407407,77,29,46,2,31,7,0,15,0,84,80,3,211,11,7,,,1,0.9166666666666666,0.34523809523809523,0.5476190476190477,0.023809523809523808,0.36904761904761907,0.08333333333333333,0.0,0.17857142857142858,0.0,0.04761904761904767,0.5,0.7291666666666666,15511.652435596714,14825.052978753029,11570.235114343073,11484.138901234403,12898.519765933077,15476.503191573958,16322.93522043553,0,0,4.442651256490317,0.7328767123287672,-0.13635108146000022,0,0.0003831734,0,0.18315505500391685,0.0003831734,0.4153452848124106,0.0,0.3380952380952381,0.44494855540356915,0.04761904761904767,MEDIUM,729
