zone_id,violation_count,center_lat,center_lng,wrong_parking_count,no_parking_count,main_road_parking_count,road_crossing_parking_count,footpath_parking_count,double_parking_count,peak_hour_count,weekend_count,junction_violation_count,total_vehicles,unique_vehicles,unique_vehicle_types,unique_violation_types,active_hours,active_days,avg_response_time,median_response_time,police_stations,wrong_parking_ratio,no_parking_ratio,main_road_parking_ratio,road_crossing_ratio,footpath_parking_ratio,double_parking_ratio,peak_hour_ratio,weekend_ratio,junction_violation_ratio,repeat_offender_ratio,vehicle_diversity,temporal_spread,nearest_metro_dist,nearest_mall_dist,nearest_hospital_dist,nearest_market_dist,nearest_bus_stand_dist,nearest_school_dist,nearest_event_venue_dist,poi_count_500m,poi_count_1km,log_violation_count,violation_density_rank,violation_zscore
Z_107_81,814,13.184234234234234,77.6773148148148,167,650,228,26,0,8,254,246,0,814,761,6,1133,18,7,,,1,0.20515970515970516,0.7985257985257985,0.2800982800982801,0.03194103194103194,0.0,0.009828009828009828,0.31203931203931207,0.3022113022113022,0.0,0.06511056511056512,1.0,0.875,21779.89569820571,20860.902770162982,19457.298739987345,23324.783413559857,25110.04660584927,21640.314215937888,23290.873997479073,0,0,6.703188113240863,0.949119373776908,0.763853229628591
Z_107_82,2630,13.184234234234234,77.68194444444444,804,1832,621,41,0,28,771,750,0,2630,2398,6,3449,18,7,,,1,0.3057034220532319,0.6965779467680608,0.23612167300380227,0.0155893536121673,0.0,0.01064638783269962,0.29315589353612165,0.28517110266159695,0.0,0.08821292775665401,1.0,0.875,21846.194670323202,20815.895615475292,19723.73285862409,23583.245099256368,24957.375205024713,21920.856831186833,23533.564140635528,0,0,7.875119281040293,0.9882583170254403,3.0032655980352785
Z_107_83,210,13.184234234234234,77.68657407407407,196,16,1,0,0,1,1,40,0,210,204,5,216,9,7,,,1,0.9333333333333333,0.0761904761904762,0.004761904761904762,0.0,0.0,0.004761904761904762,0.004761904761904762,0.19047619047619047,0.0,0.02857142857142858,0.8333333333333334,0.6875,21923.76408395029,20782.891651048827,19999.188845786462,23849.44851963118,24813.89931954863,22209.176228336433,23612.344296148884,0,0,5.351858133476067,0.8545335942596216,0.019026648947071692
Z_107_84,67,13.184234234234234,77.6912037037037,67,0,0,0,0,0,0,4,0,67,58,3,69,6,7,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05970149253731343,0.0,0.13432835820895528,0.5,0.625,22012.484792243133,20761.94811912573,20283.299142068183,24123.137381403387,24679.779324362877,22504.97351573636,23601.045457589786,0,0,4.219507705176107,0.6976516634050881,-0.15731474349904961
Z_107_85,11,13.184234234234234,77.69583333333333,10,1,0,0,0,0,0,2,0,11,11,1,12,5,4,,,1,0.9090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.16666666666666666,0.3898809523809524,22112.222568806108,20753.10153304211,20575.705253188007,24353.662990534343,24555.16852522662,22807.957751999234,23600.397698110984,0,0,2.4849066497880004,0.39823874755381605,-0.22637151256885935
Z_108_73,11,13.188738738738738,77.64027777777777,0,11,0,0,0,0,0,0,0,11,10,1,11,2,3,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909094,0.16666666666666666,0.25595238095238093,21035.570688198994,21702.847130541963,18167.159625307948,22034.91074034659,24654.76721484186,20173.48056739407,22145.602257840743,0,0,2.4849066497880004,0.39823874755381605,-0.22637151256885935
Z_108_74,341,13.188738738738738,77.6449074074074,70,275,128,7,5,1,95,119,0,341,317,6,498,16,7,,,1,0.20527859237536658,0.8064516129032258,0.375366568914956,0.020527859237536656,0.01466275659824047,0.002932551319648094,0.2785923753665689,0.3489736070381232,0.0,0.0703812316715543,1.0,0.8333333333333333,21361.849852171265,21930.816298684214,18342.919906130028,22217.97770996401,24808.904335561034,20375.664285756684,22310.73284167752,0,0,5.834810737062605,0.9001956947162426,0.1805701623068052
Z_108_80,1,13.188738738738738,77.67268518518519,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.09226190476190475,22223.48306731157,21414.85055496353,19634.725898639288,23511.804562514943,25744.83744495478,21792.57067060253,23502.649217414684,0,0,0.6931471805599453,0.060665362035225046,-0.2387030784741825
Z_108_81,1,13.188738738738738,77.6773148148148,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.09226190476190475,22277.178360483722,21359.243539312796,19886.143150489184,23757.648277093525,25586.130132604067,22059.780294348555,23732.57943010348,0,0,0.6931471805599453,0.060665362035225046,-0.2387030784741825
Z_108_82,1257,13.188738738738738,77.68194444444444,776,488,57,1,0,3,163,307,0,1257,1187,6,1355,19,7,,,2,0.6173428798727129,0.38822593476531425,0.045346062052505964,0.0007955449482895784,0.0,0.002386634844868735,0.12967382657120127,0.24423229912490055,0.0,0.05568814638027053,1.0,0.8958333333333333,22342.000528968125,21315.28946201041,20146.902031236135,24011.44638440865,25436.31914766513,22335.049749137263,23970.793638257186,0,0,7.1372784372603855,0.9686888454011742,1.3101415992344074
Z_109_74,592,13.193243243243243,77.6449074074074,63,532,204,1,0,1,199,217,0,592,558,6,813,15,7,,,1,0.10641891891891891,0.8986486486486487,0.34459459459459457,0.0016891891891891893,0.0,0.0016891891891891893,0.33614864864864863,0.36655405405405406,0.0,0.057432432432432456,1.0,0.8125,21741.627398923338,22375.742827472088,18810.57590624634,22683.075612603905,25284.50045534686,20832.701955285513,22782.499259508408,0,0,6.385194398997726,0.9393346379647749,0.4900924665304167
Z_109_75,24,13.193243243243243,77.64953703703704,1,23,13,0,0,0,12,5,0,24,24,3,37,7,5,,,1,0.041666666666666664,0.9583333333333334,0.5416666666666666,0.0,0.0,0.0,0.5,0.20833333333333334,0.0,0.0,0.5,0.5029761904761905,22062.01122833541,22351.111842642364,18993.614835761084,22871.94376505571,25444.70207949089,21040.495680112996,22953.998438675175,0,0,3.2188758248682006,0.5247879973907371,-0.21034047689193924
Z_109_82,97,13.193243243243243,77.68194444444444,67,30,0,0,0,0,13,29,0,97,95,3,98,13,7,,,1,0.6907216494845361,0.30927835051546393,0.0,0.0,0.0,0.0,0.13402061855670103,0.29896907216494845,0.0,0.020618556701030966,0.5,0.7708333333333333,22838.027745330204,21814.75136349793,20573.561728667264,24442.41032592548,25916.092372368144,22752.729229247725,24410.469295346094,0,0,4.584967478670572,0.7560339204174821,-0.1203200457830801
Z_109_83,1,13.193243243243243,77.68657407407407,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.09226190476190475,22912.236836425636,21783.261980320032,20837.77716513552,24699.346240544844,25777.958178605102,23030.626674786705,24613.571900796855,0,0,0.6931471805599453,0.060665362035225046,-0.2387030784741825
Z_109_84,3,13.193243243243243,77.6912037037037,0,3,0,0,0,0,0,0,0,3,3,1,3,2,1,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.11309523809523808,22997.141323411233,21763.281892512477,21110.594655211076,24963.709371616304,25648.884560077397,23315.99459412428,24602.73327899103,0,0,1.3862943611198906,0.19960861056751467,-0.23623676529311788
Z_109_85,5,13.193243243243243,77.69583333333333,1,4,0,0,0,0,2,0,0,5,5,1,5,4,2,,,1,0.2,0.8,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.16666666666666666,0.22619047619047616,23092.62323549705,21754.84281121429,21391.68508411032,25235.266298913593,25529.008946885217,23608.562091209347,24602.111916164347,0,0,1.791759469228055,0.27234181343770386,-0.23377045211205325
Z_109_86,9,13.193243243243243,77.70046296296296,1,8,0,0,0,0,2,1,0,9,8,1,9,6,4,,,1,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.11111111111111116,0.16666666666666666,0.4107142857142857,23198.55196752638,21757.95816537984,21680.726678394916,25471.788387163266,25418.461475113596,23908.064859637525,24611.70858617126,0,0,2.302585092994046,0.3695368558382257,-0.22883782574992398
Z_109_87,2,13.193243243243243,77.70509259259259,0,2,0,0,0,0,1,0,0,2,2,1,2,2,2,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.16666666666666666,0.1845238095238095,23314.785127199964,21772.622995180194,21977.405724720047,25673.486110884267,25317.364338199703,24214.245556342557,24631.511345884483,0,0,1.0986122886681098,0.14840182648401826,-0.2374699218836502
Z_109_88,2,13.193243243243243,77.70972222222223,0,2,0,0,0,0,0,0,0,2,1,1,2,1,1,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.09226190476190475,23441.16943130728,21798.81399140601,22281.417145021816,25883.32698073473,25225.831158274996,24526.854090979577,24661.495609362588,0,0,1.0986122886681098,0.14840182648401826,-0.2374699218836502
Z_110_80,1,13.197747747747748,77.67268518518519,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.09226190476190475,23220.813901773116,22409.396472785695,20512.740622483998,24394.083545491965,26694.060347385224,22651.341068422484,24401.254470071268,0,0,0.6931471805599453,0.060665362035225046,-0.2387030784741825
Z_110_81,8,13.197747747747748,77.6773148148148,0,8,0,0,0,0,2,0,0,8,8,2,8,6,3,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.3333333333333333,0.3392857142857143,23272.206313383267,22356.265291870135,20753.5151559376,24631.11413588148,26541.03533282902,22908.526629332864,24622.786752925753,0,0,2.1972245773362196,0.34996738421395956,-0.2300709823404563
Z_110_82,28,13.197747747747748,77.68194444444444,3,25,0,0,0,0,10,4,0,28,27,2,28,10,5,,,1,0.10714285714285714,0.8928571428571429,0.0,0.0,0.0,0.0,0.35714285714285715,0.14285714285714285,0.0,0.0357142857142857,0.3333333333333333,0.5654761904761905,23334.262202903246,22314.276750103098,21003.499235116375,24875.993339369,26396.649661237494,23173.70674843522,24852.461284041397,0,0,3.367295829986474,0.5463144161774299,-0.20540785052980998
Z_110_83,5,13.197747747747748,77.68657407407407,3,2,0,0,0,0,0,1,0,5,5,1,5,2,4,,,1,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.16666666666666666,0.3273809523809524,23406.896758077375,22283.493835444217,21262.36802938876,25128.491700793988,26261.045832779055,23446.610172916688,25090.054461748205,0,0,1.791759469228055,0.27234181343770386,-0.23377045211205325
Z_110_84,2,13.197747747747748,77.6912037037037,0,2,0,0,0,0,1,1,0,2,2,1,2,2,2,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.16666666666666666,0.1845238095238095,23490.01184673819,22263.963027799062,21529.801058462428,25388.381893697155,26134.36054738101,23726.970407899204,25103.579232978118,0,0,1.0986122886681098,0.14840182648401826,-0.2374699218836502
Z_110_85,3,13.197747747747748,77.69583333333333,0,3,0,0,0,0,0,1,0,3,3,1,3,2,2,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.1845238095238095,23583.496659790315,22255.713950517365,21805.48321672875,25655.439280704108,26016.7240887068,24014.526288640358,25102.970278538,0,0,1.3862943611198906,0.19960861056751467,-0.23623676529311788
Z_110_86,25,13.197747747747748,77.70046296296296,0,25,0,0,0,0,0,1,0,25,22,3,25,7,6,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.12,0.5,0.5744047619047619,23687.228421011325,22258.75914660452,22089.105647523113,25929.44240953595,25908.259715687433,24309.022460551896,25112.375374361458,0,0,3.258096538021482,0.5319634703196348,-0.2091073203014069
Z_110_87,51,13.197747747747748,77.70509259259259,14,37,0,0,0,0,5,3,0,51,51,4,52,11,5,,,1,0.27450980392156865,0.7254901960784313,0.0,0.0,0.0,0.0,0.09803921568627451,0.058823529411764705,0.0,0.0,0.6666666666666666,0.5863095238095238,23801.073153509733,22273.093983572453,22380.366475773873,26131.000459260023,25809.083067502725,24610.20977342444,25131.783277739614,0,0,3.9512437185814275,0.649706457925636,-0.17704524894756668
Z_110_88,13,13.197747747747748,77.70972222222223,3,10,1,0,0,0,1,1,0,13,13,1,14,9,4,,,1,0.23076923076923078,0.7692307692307693,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.16666666666666666,0.4732142857142857,23924.886492294896,22298.696688608103,22678.97140873459,26337.19258269459,25719.301588084454,24917.84559659739,25161.1708418775,0,0,2.6390573296152584,0.4249836921069798,-0.2239051993877947
Z_110_89,2,13.197747747747748,77.71435185185184,1,1,0,0,0,0,1,0,0,2,2,1,2,2,2,,,1,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.16666666666666666,0.1845238095238095,24058.51453225209,22335.528513438727,22984.634215223956,26551.253701302143,25639.01397631811,25231.69406191716,25200.50315344827,0,0,1.0986122886681098,0.14840182648401826,-0.2374699218836502
Z_22_87,1,12.80135135135135,77.70509259259259,1,0,0,0,1,0,0,0,0,1,1,1,2,1,1,,,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.09226190476190475,18315.85738064545,17659.48756252498,14374.195541720903,14204.81743383269,15678.375218359544,18268.070678322983,17682.907413128665,0,0,0.6931471805599453,0.060665362035225046,-0.2387030784741825
Z_23_85,20,12.805855855855855,77.69583333333333,13,16,5,1,15,5,1,12,0,20,19,3,56,5,3,,,1,0.65,0.8,0.25,0.05,0.75,0.25,0.05,0.6,0.0,0.050000000000000044,0.5,0.31845238095238093,17213.735121178288,16586.27622978269,13273.099776814748,13279.620745691118,14705.239816362518,17283.649693460713,17438.876750025058,0,0,3.044522437723423,0.49249836921069795,-0.2152731032540685
Z_23_86,22,12.805855855855855,77.70046296296296,15,21,21,6,1,1,0,11,0,22,21,2,65,3,4,,,1,0.6818181818181818,0.9545454545454546,0.9545454545454546,0.2727272727272727,0.045454545454545456,0.045454545454545456,0.0,0.5,0.0,0.045454545454545414,0.3333333333333333,0.3482142857142857,17613.8228533767,16950.80337386459,13671.933206783766,13520.183685954053,14981.41648341421,17568.82470139175,17309.406869449293,0,0,3.1354942159291497,0.5114155251141552,-0.21280679007300388
Z_24_85,7,12.81036036036036,77.69583333333333,0,7,1,0,6,1,0,0,0,7,7,1,15,1,1,,,1,0.0,1.0,0.14285714285714285,0.0,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,0.16666666666666666,0.09226190476190475,16912.39002532963,16242.165705281539,12970.428011433773,12838.211029009779,14285.658836920356,16870.40728176933,16957.334738119873,0,0,2.0794415416798357,0.32322243966079583,-0.2313041389309886
Z_25_84,1,12.814864864864864,77.6912037037037,1,1,1,0,0,0,0,0,0,1,1,1,3,1,1,,,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.09226190476190475,16211.636168631338,15533.580056733457,12269.808723460199,12159.346113058504,13591.285743848333,16172.924928127699,16628.05139395254,0,0,0.6931471805599453,0.060665362035225046,-0.2387030784741825
Z_26_83,84,12.819369369369369,77.68657407407407,77,29,46,2,31,7,0,15,0,84,80,3,211,11,7,,,1,0.9166666666666666,0.34523809523809523,0.5476190476190477,0.023809523809523808,0.36904761904761907,0.08333333333333333,0.0,0.17857142857142858,0.0,0.04761904761904767,0.5,0.7291666666666666,15511.652435596714,14825.052978753029,11570.235114343073,11484.138901234403,12898.519765933077,15476.503191573958,16322.93522043553,0,0,4.442651256490317,0.7328767123287672,-0.13635108146000022
Z_26_84,156,12.819369369369369,77.6912037037037,120,48,49,1,32,4,44,16,0,156,151,4,278,13,7,,,1,0.7692307692307693,0.3076923076923077,0.3141025641025641,0.00641025641025641,0.20512820512820512,0.02564102564102564,0.28205128205128205,0.10256410256410256,0.0,0.03205128205128205,0.6666666666666666,0.7708333333333333,15922.850287433876,15198.658534522243,11983.68595588131,11718.560265264632,13174.318626044931,15762.400820622788,16153.39894809672,0,0,5.056245805348308,0.8202870189171559,-0.04756380694167341
Z_27_82,7,12.823873873873874,77.68194444444444,7,5,5,0,2,1,2,0,0,7,6,2,20,2,1,,,1,1.0,0.7142857142857143,0.7142857142857143,0.0,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.0,0.0,0.1428571428571429,0.3333333333333333,0.11309523809523808,14812.547096951881,14116.592335865904,10871.907804924622,10813.273353408566,12207.63340457623,14781.291072853546,16043.364278740608,0,0,2.0794415416798357,0.32322243966079583,-0.2313041389309886
Z_27_83,25,12.823873873873874,77.68657407407407,24,1,17,0,3,0,2,5,0,25,24,3,45,4,4,,,1,0.96,0.04,0.68,0.0,0.12,0.0,0.08,0.2,0.0,0.040000000000000036,0.5,0.369047619047619,15226.075133339158,14491.07538959444,11288.613524850894,11039.123975560526,12478.514400032613,15063.659830713994,15854.970113366318,0,0,3.258096538021482,0.5319634703196348,-0.2091073203014069
Z_28_82,25,12.828378378378378,77.68194444444444,21,21,19,1,6,2,1,2,0,25,22,4,71,6,6,,,1,0.84,0.84,0.76,0.04,0.24,0.08,0.04,0.08,0.0,0.12,0.6666666666666666,0.5535714285714286,14530.503567552558,13783.656938991255,10595.412064417087,10363.66433847752,11784.298885899763,14365.937868011617,15583.101425713618,0,0,3.258096538021482,0.5319634703196348,-0.2091073203014069
Z_29_81,4,12.832882882882883,77.6773148148148,4,2,2,0,2,0,1,1,0,4,4,3,10,3,2,,,1,1.0,0.5,0.5,0.0,0.5,0.0,0.25,0.25,0.0,0.0,0.5,0.20535714285714285,13836.316135929359,13076.428880713478,9904.47306123481,9693.011336182166,11091.969168494796,13669.389986800159,15339.204301738358,0,0,1.6094379124341003,0.24135681669928244,-0.23500360870258558
Z_29_82,6,12.832882882882883,77.68194444444444,3,5,4,0,2,2,0,0,0,6,6,2,16,3,3,,,1,0.5,0.8333333333333334,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.2767857142857143,14260.479423433786,13461.128304750826,10335.806287791545,9918.969400793325,11367.270762695453,13956.2005302045,15125.419669725883,0,0,1.9459101490553132,0.2974559686888454,-0.23253729552152094
Z_30_75,1,12.837387387387386,77.64953703703704,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.09226190476190475,11101.583892463625,10584.556164722297,7166.933348167186,8332.233639655886,9346.585509581562,11780.803196714445,15029.559914672625,0,0,0.6931471805599453,0.060665362035225046,-0.2387030784741825
Z_30_77,1,12.837387387387386,77.65879629629629,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.09226190476190475,11897.015592740543,11265.416738020096,7955.108455761138,8529.253225069777,9704.840329506134,12210.381083857961,15441.569744035398,0,0,0.6931471805599453,0.060665362035225046,-0.2387030784741825
Z_30_78,1,12.837387387387386,77.66342592592592,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.09226190476190475,12306.156207634738,11623.406231910949,8366.529469912371,8669.760172951823,9917.262751637454,12449.977372942452,15326.002955781687,0,0,0.6931471805599453,0.060665362035225046,-0.2387030784741825
Z_30_81,95,12.837387387387386,77.6773148148148,50,46,7,0,46,0,6,24,0,95,92,4,164,11,7,,,1,0.5263157894736842,0.4842105263157895,0.07368421052631578,0.0,0.4842105263157895,0.0,0.06315789473684211,0.25263157894736843,0.0,0.03157894736842104,0.6666666666666666,0.7291666666666666,13570.974708258922,12755.69321129713,9652.286531622134,9243.19865076269,10671.400697581399,13257.054147614128,14890.87301694991,0,0,4.564348191467836,0.7527723418134377,-0.12278635896414473
Z_30_82,3,12.837387387387386,77.68194444444444,3,0,0,0,3,0,1,2,0,3,3,2,6,3,3,,,1,1.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.2767857142857143,14003.169993897205,13149.772205347033,10094.393678208262,9479.88011397137,10957.269113294908,13552.5884249303,14670.560582477201,0,0,1.3862943611198906,0.19960861056751467,-0.23623676529311788
Z_31_73,7,12.84189189189189,77.64027777777777,0,7,0,0,0,0,2,1,0,7,4,2,7,5,4,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.0,0.4285714285714286,0.3333333333333333,0.3898809523809524,10009.851027942848,9559.733289430971,6085.386905628009,7752.626656185739,8596.365936393071,10949.690042394272,14193.48225251971,0,0,2.0794415416798357,0.32322243966079583,-0.2313041389309886
Z_31_74,1605,12.84189189189189,77.6449074074074,932,674,11,1,18,3,381,697,0,1605,1307,5,1689,15,7,,,1,0.5806853582554518,0.41993769470404985,0.006853582554517134,0.0006230529595015577,0.011214953271028037,0.001869158878504673,0.23738317757009345,0.4342679127725857,0.0,0.18566978193146422,0.8333333333333334,0.8125,10396.372532544616,9877.626544519977,6460.017853473462,7778.494001152163,8720.714671571406,11126.074530375632,14374.318423174562,0,0,7.381501894506707,0.9758643183300717,1.7392800927396537
Z_31_75,496,12.84189189189189,77.64953703703704,361,135,4,0,2,0,84,248,0,496,462,6,508,13,7,,,1,0.7278225806451613,0.2721774193548387,0.008064516129032258,0.0,0.004032258064516129,0.0,0.1693548387096774,0.5,0.0,0.06854838709677424,1.0,0.7708333333333333,10792.392030241665,10210.29936452909,6850.948067385591,7836.479754505574,8871.74769389913,11321.970117511484,14570.199656949713,0,0,6.208590026096629,0.9256360078277887,0.3717094338393143
Z_31_76,23,12.84189189189189,77.65416666666667,18,5,0,0,0,0,0,1,0,23,22,3,23,4,5,,,1,0.782608695652174,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.04347826086956519,0.5,0.44047619047619047,11196.901772178631,10556.354552769651,7255.543401700599,7925.879012472666,9048.12884497388,11536.38291155979,14780.527804798865,0,0,3.1780538303479458,0.5179386823222439,-0.21157363348247155
Z_31_78,16,12.84189189189189,77.66342592592592,7,9,0,0,0,0,0,5,0,16,15,4,17,8,7,,,1,0.4375,0.5625,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0625,0.6666666666666666,0.6666666666666666,12027.948095753256,11283.640467764233,8097.471021354167,8194.445433084757,9471.069082340082,12016.710395031492,14837.20072346161,0,0,2.833213344056216,0.4562948467058056,-0.22020572961619778
