id,latitude,longitude,location,vehicle_number,vehicle_type_clean,violation_list,violation_count_per_record,is_wrong_parking,is_no_parking,is_main_road_parking,is_road_crossing_parking,is_footpath_parking,is_double_parking,created_datetime,hour,day_of_week,month,date,is_weekend,time_period,is_peak_hour,police_station,junction_name,is_near_junction,response_time_hours,validation_status,zone_id,zone_center_lat,zone_center_lng
FKID000010,12.9760117,77.5995401,"Sri ML Subbaraju Road, Mahatma Gandhi Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0010,CAR,['WRONG PARKING'],1,1,0,0,0,0,0,2023-12-22 03:04:46+00:00,3,4,12,2023-12-22,0,night,0,Cubbon Park,No Junction,0,,rejected,Z_61_64,12.977027027027026,77.59861111111111
FKID000011,12.9977199,77.5444952,"Padmabhushan Dr MC Modi Road, Adarsha Layout, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)",FKN00GL0011,CAR,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-28 06:34:46+00:00,6,1,11,2023-11-28,0,morning_peak,0,Vijayanagara,BTP205 - Modi Hospital Junction,1,,approved,Z_66_52,12.999549549549549,77.54305555555555
FKID000012,13.0081997,77.6933216,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",FKN00GL0012,CAR,['NO PARKING'],1,0,1,0,0,0,0,2023-11-17 19:01:46+00:00,19,4,11,2023-11-17,0,evening_peak,1,K.R. Pura,No Junction,0,,approved,Z_68_84,13.008558558558558,77.6912037037037
FKID000013,12.9815968,77.6079858,"Main Guard Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0013,OTHER,['NO PARKING'],1,0,1,0,0,0,0,2023-11-28 07:01:46+00:00,7,1,11,2023-11-28,0,morning_peak,0,Shivajinagar,BTP051 - Safina Plaza Junction,1,,approved,Z_62_66,12.98153153153153,77.60787037037036
FKID000014,12.9705743,77.5760169,"AS Char Main Road, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL0014,TWO_WHEELER,['NO PARKING'],1,0,1,0,0,0,0,2023-12-19 03:51:46+00:00,3,1,12,2023-12-19,0,night,0,City Market,BTP043 - Upparpet Junction,1,,,Z_60_59,12.972522522522521,77.57546296296296
FKID000015,12.9943783,77.61564,"Coles Road, Ranka D Paradise, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",FKN00GL0015,TWO_WHEELER,['NO PARKING'],1,0,1,0,0,0,0,2023-11-28 06:56:46+00:00,6,1,11,2023-11-28,0,morning_peak,0,Pulikeshinagar(F.Town),No Junction,0,,approved,Z_65_68,12.995045045045044,77.61712962962963
FKID000016,12.9943783,77.61564,"Coles Road, Ranka D Paradise, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",FKN00GL0016,TWO_WHEELER,['NO PARKING'],1,0,1,0,0,0,0,2023-11-28 06:57:46+00:00,6,1,11,2023-11-28,0,morning_peak,0,Pulikeshinagar(F.Town),No Junction,0,,approved,Z_65_68,12.995045045045044,77.61712962962963
FKID000017,12.994455,77.6155883,"Coles Road, Ranka D Paradise, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",FKN00GL0017,TWO_WHEELER,['NO PARKING'],1,0,1,0,0,0,0,2023-11-28 06:57:46+00:00,6,1,11,2023-11-28,0,morning_peak,0,Pulikeshinagar(F.Town),No Junction,0,,rejected,Z_65_68,12.995045045045044,77.61712962962963
FKID000018,12.994455,77.6155883,"Coles Road, Ranka D Paradise, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",FKN00GL0018,TWO_WHEELER,['NO PARKING'],1,0,1,0,0,0,0,2023-11-28 07:00:46+00:00,7,1,11,2023-11-28,0,morning_peak,0,Pulikeshinagar(F.Town),No Junction,0,,rejected,Z_65_68,12.995045045045044,77.61712962962963
FKID000019,12.912504769635532,77.63381218775751,"17th Cross Road, Sector 7, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",FKN00GL0019,TWO_WHEELER,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-26 08:11:46+00:00,8,6,11,2023-11-26,1,morning_peak,1,HSR Layout,No Junction,0,,approved,Z_47_72,12.913963963963964,77.63564814814815
FKID000020,12.9818638,77.6076237,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0020,TWO_WHEELER,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-17 05:07:46+00:00,5,4,11,2023-11-17,0,night,0,Shivajinagar,BTP051 - Safina Plaza Junction,1,,approved,Z_62_66,12.98153153153153,77.60787037037036
FKID000021,12.8788916,77.5455426,"Konanakunte Main Road, SV Jasmine, BCMC Layout, Raghuvanahalli, Bengaluru, Karnataka. Pin-560062 (India)",FKN00GL0021,TWO_WHEELER,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-16 01:03:46+00:00,1,3,11,2023-11-16,0,night,0,Thalagattapura,No Junction,0,,rejected,Z_39_53,12.877927927927928,77.54768518518519
FKID000022,13.0081888,77.6940167,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",FKN00GL0022,CAR,['NO PARKING'],1,0,1,0,0,0,0,2023-11-28 06:47:46+00:00,6,1,11,2023-11-28,0,morning_peak,0,K.R. Pura,No Junction,0,,approved,Z_68_85,13.008558558558558,77.69583333333333
FKID000023,12.899345,77.6755017,"Amrutha College Road, Azalea, Owners Court Layout, Kasavanahalli, Bengaluru, Karnataka. Pin-560035 (India)",FKN00GL0023,TWO_WHEELER,['NO PARKING'],1,0,1,0,0,0,0,2023-11-20 02:20:46+00:00,2,0,11,2023-11-20,0,night,0,Bellandur,No Junction,0,,,Z_44_81,12.90045045045045,77.6773148148148
FKID000024,12.934068071777288,77.68976915672452,"Outer Ring Road, Prestige Silver Crest, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0024,OTHER,"['WRONG PARKING', 'NO PARKING', 'PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC', 'DOUBLE PARKING', 'PARKING OPPOSITE TO ANOTHER PARKED VEHICLE', 'PARKING IN A MAIN ROAD']",6,1,1,1,0,0,1,2024-03-14 22:43:46+00:00,22,3,3,2024-03-14,0,night,0,HAL Old Airport,No Junction,0,,approved,Z_51_84,12.93198198198198,77.6912037037037
FKID000025,12.989134,77.5925278,"Millers Road, BKM Gowda Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0025,CAR,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-17 22:29:46+00:00,22,4,11,2023-11-17,0,night,0,High ground,BTP034 - LRDE Junction,1,,approved,Z_64_63,12.99054054054054,77.59398148148148
FKID000026,12.9765458,77.5774892,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0026,CAR,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-28 06:46:46+00:00,6,1,11,2023-11-28,0,morning_peak,0,Upparpet,BTP040 - Elite Junction,1,,approved,Z_61_59,12.977027027027026,77.57546296296296
FKID000027,12.934068071777288,77.68976915672452,"Outer Ring Road, Prestige Silver Crest, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0027,TWO_WHEELER,"['NO PARKING', 'WRONG PARKING', 'PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC', 'DOUBLE PARKING', 'PARKING OPPOSITE TO ANOTHER PARKED VEHICLE', 'PARKING IN A MAIN ROAD']",6,1,1,1,0,0,1,2024-03-14 23:10:46+00:00,23,3,3,2024-03-14,0,night,0,HAL Old Airport,No Junction,0,,approved,Z_51_84,12.93198198198198,77.6912037037037
FKID000028,12.9763636,77.577423,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0028,CAR,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-28 06:48:46+00:00,6,1,11,2023-11-28,0,morning_peak,0,Upparpet,BTP040 - Elite Junction,1,,approved,Z_61_59,12.977027027027026,77.57546296296296
FKID000029,12.9766493,77.5773587,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0029,CAR,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-28 06:44:46+00:00,6,1,11,2023-11-28,0,morning_peak,0,Upparpet,BTP040 - Elite Junction,1,,approved,Z_61_59,12.977027027027026,77.57546296296296
FKID000030,12.9170676,77.6516121,"27th Main Road, Sector 1, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",FKN00GL0030,TWO_WHEELER,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-17 08:10:46+00:00,8,4,11,2023-11-17,0,morning_peak,1,HSR Layout,No Junction,0,,approved,Z_48_75,12.918468468468468,77.64953703703704
FKID000031,13.008236,77.6938222,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",FKN00GL0031,TWO_WHEELER,['NO PARKING'],1,0,1,0,0,0,0,2023-11-17 18:42:46+00:00,18,4,11,2023-11-17,0,evening_peak,1,K.R. Pura,No Junction,0,,approved,Z_68_85,13.008558558558558,77.69583333333333
FKID000032,12.9739617,77.5783701,"Maharaja Times, 8th Cross Road, Balepet, Chikkapete, Chickpete, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560053, India",FKN00GL0032,CAR,['WRONG PARKING'],1,1,0,0,0,0,0,2024-03-10 06:12:46+00:00,6,6,3,2024-03-10,1,morning_peak,0,Upparpet,BTP044 - Sagar Theatre Junction,1,,,Z_60_60,12.972522522522521,77.58009259259259
FKID000033,13.0665088,77.5702131,"Kodigehalli Road, Virupakshapura, Bengaluru, Karnataka. Pin-560097 (India)",FKN00GL0033,CAR,['WRONG PARKING'],1,1,0,0,0,0,0,2024-03-10 05:22:46+00:00,5,6,3,2024-03-10,1,night,0,Kodigehalli,No Junction,0,,,Z_81_58,13.067117117117116,77.57083333333333
FKID000034,13.0636063,77.5719658,"Kodigehalli Road, Virupakshapura, Bengaluru, Karnataka. Pin-560097 (India)",FKN00GL0034,CAR,['WRONG PARKING'],1,1,0,0,0,0,0,2024-03-10 05:25:46+00:00,5,6,3,2024-03-10,1,night,0,Kodigehalli,No Junction,0,,,Z_80_58,13.062612612612613,77.57083333333333
FKID000035,13.0636063,77.5719658,"Kodigehalli Road, Sri Chigaru Marappa Circle, Virupakshapura, Bengaluru, Karnataka. Pin-560097 (India)",FKN00GL0035,CAR,['WRONG PARKING'],1,1,0,0,0,0,0,2024-03-10 05:30:46+00:00,5,6,3,2024-03-10,1,night,0,Kodigehalli,No Junction,0,,,Z_80_58,13.062612612612613,77.57083333333333
FKID000036,13.0635231,77.5720156,"Kodigehalli Road, Sri Chigaru Marappa Circle, Virupakshapura, Bengaluru, Karnataka. Pin-560097 (India)",FKN00GL0036,OTHER,['WRONG PARKING'],1,1,0,0,0,0,0,2024-03-10 05:30:46+00:00,5,6,3,2024-03-10,1,night,0,Kodigehalli,No Junction,0,,,Z_80_58,13.062612612612613,77.57083333333333
FKID000037,13.0453131,77.5055565,"Nelagadaranahalli Main Road, Nelakadirena Halli, T Dasarahalli, Bengaluru, Karnataka. Pin-560073 (India)",FKN00GL0037,TWO_WHEELER,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-17 21:28:46+00:00,21,4,11,2023-11-17,0,night,0,Peenya,No Junction,0,,approved,Z_76_44,13.044594594594594,77.50601851851852
FKID000038,12.996202,77.5631413,"4th Main Road, Nagappa Block, Srirampuram, Bengaluru, Karnataka. Pin-560021 (India)",FKN00GL0038,TWO_WHEELER,['NO PARKING'],1,0,1,0,0,0,0,2023-11-18 04:42:46+00:00,4,5,11,2023-11-18,1,night,0,Sheshadripuram,No Junction,0,,approved,Z_65_56,12.995045045045044,77.56157407407407
FKID000039,12.9701331,77.6412858,"12th Main Road, Sony World Junction, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL0039,CAR,['NO PARKING'],1,0,1,0,0,0,0,2023-11-17 04:25:46+00:00,4,4,11,2023-11-17,0,night,0,Jeevanbheemanagar,No Junction,0,,approved,Z_59_73,12.968018018018018,77.64027777777777
FKID000040,13.0067231,77.6877788,"MBT Road, ITI Township, KR Puram, Bengaluru, Karnataka. Pin-560016 (India)",FKN00GL0040,VAN,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-17 20:26:46+00:00,20,4,11,2023-11-17,0,evening_peak,1,K.R. Pura,No Junction,0,,approved,Z_68_83,13.008558558558558,77.68657407407407
FKID000041,12.9397103,77.6954773,"Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0041,CAR,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",2,1,0,1,0,0,0,2023-11-22 01:15:46+00:00,1,2,11,2023-11-22,0,night,0,HAL Old Airport,No Junction,0,,approved,Z_53_85,12.94099099099099,77.69583333333333
FKID000042,13.0714811,77.5677451,"Kodigehalli Road, Uthallappa Layout, Thindlu, Bengaluru, Karnataka. Pin-560097 (India)",FKN00GL0042,CAR,['WRONG PARKING'],1,1,0,0,0,0,0,2024-03-10 05:17:46+00:00,5,6,3,2024-03-10,1,night,0,Kodigehalli,No Junction,0,,,Z_82_57,13.07162162162162,77.5662037037037
FKID000043,12.9397348,77.6955295,"Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0043,CAR,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",2,1,0,1,0,0,0,2023-11-22 01:14:46+00:00,1,2,11,2023-11-22,0,night,0,HAL Old Airport,No Junction,0,,approved,Z_53_85,12.94099099099099,77.69583333333333
FKID000044,12.9755693,77.5816368,"Y Ramachandra Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0044,CAR,['NO PARKING'],1,0,1,0,0,0,0,2023-12-17 06:07:46+00:00,6,6,12,2023-12-17,1,morning_peak,0,Upparpet,BTP038 - Mysore Bank Junction,1,,,Z_61_60,12.977027027027026,77.58009259259259
FKID000045,12.9397473,77.6955013,"Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0045,CAR,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",2,1,0,1,0,0,0,2023-11-22 01:14:46+00:00,1,2,11,2023-11-22,0,night,0,HAL Old Airport,No Junction,0,,approved,Z_53_85,12.94099099099099,77.69583333333333
FKID000046,12.9397338,77.6954854,"Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0046,CAR,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",2,1,0,1,0,0,0,2023-11-22 01:14:46+00:00,1,2,11,2023-11-22,0,night,0,HAL Old Airport,No Junction,0,,approved,Z_53_85,12.94099099099099,77.69583333333333
FKID000047,12.8418527,77.6453018,"Neeladri Road, Ajmera Annex, Karuna Nagar, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)",FKN00GL0047,TWO_WHEELER,['WRONG PARKING'],1,1,0,0,0,0,0,2024-03-10 07:10:46+00:00,7,6,3,2024-03-10,1,morning_peak,0,Electronic City,No Junction,0,,,Z_31_74,12.84189189189189,77.6449074074074
FKID000048,12.8418527,77.6453018,"Neeladri Road, Ajmera Annex, Karuna Nagar, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)",FKN00GL0047,TWO_WHEELER,['WRONG PARKING'],1,1,0,0,0,0,0,2024-03-10 07:10:46+00:00,7,6,3,2024-03-10,1,morning_peak,0,Electronic City,No Junction,0,,,Z_31_74,12.84189189189189,77.6449074074074
FKID000049,12.8418527,77.6453018,"Neeladri Road, Ajmera Annex, Karuna Nagar, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)",FKN00GL0047,TWO_WHEELER,['WRONG PARKING'],1,1,0,0,0,0,0,2024-03-10 07:10:46+00:00,7,6,3,2024-03-10,1,morning_peak,0,Electronic City,No Junction,0,,,Z_31_74,12.84189189189189,77.6449074074074
FKID000050,12.8418833,77.6453453,"Neeladri Road, Ajmera Annex, Karuna Nagar, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)",FKN00GL0048,OTHER,['WRONG PARKING'],1,1,0,0,0,0,0,2024-03-10 07:10:46+00:00,7,6,3,2024-03-10,1,morning_peak,0,Electronic City,No Junction,0,,,Z_31_74,12.84189189189189,77.6449074074074
FKID000051,12.8418833,77.6453453,"Neeladri Road, Ajmera Annex, Karuna Nagar, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)",FKN00GL0048,OTHER,['WRONG PARKING'],1,1,0,0,0,0,0,2024-03-10 07:10:46+00:00,7,6,3,2024-03-10,1,morning_peak,0,Electronic City,No Junction,0,,,Z_31_74,12.84189189189189,77.6449074074074
FKID000052,12.8418833,77.6453453,"Neeladri Road, Ajmera Annex, Karuna Nagar, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)",FKN00GL0048,OTHER,['WRONG PARKING'],1,1,0,0,0,0,0,2024-03-10 07:10:46+00:00,7,6,3,2024-03-10,1,morning_peak,0,Electronic City,No Junction,0,,,Z_31_74,12.84189189189189,77.6449074074074
FKID000053,12.8418833,77.6453453,"Neeladri Road, Ajmera Annex, Karuna Nagar, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)",FKN00GL0048,OTHER,['WRONG PARKING'],1,1,0,0,0,0,0,2024-03-10 07:10:46+00:00,7,6,3,2024-03-10,1,morning_peak,0,Electronic City,No Junction,0,,,Z_31_74,12.84189189189189,77.6449074074074
FKID000054,12.8419042,77.6454993,"Neeladri Road, Ajmera Annex, Karuna Nagar, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)",FKN00GL0049,TWO_WHEELER,['WRONG PARKING'],1,1,0,0,0,0,0,2024-03-10 07:11:46+00:00,7,6,3,2024-03-10,1,morning_peak,0,Electronic City,No Junction,0,,,Z_31_74,12.84189189189189,77.6449074074074
FKID000055,12.8419042,77.6454993,"Neeladri Road, Ajmera Annex, Karuna Nagar, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)",FKN00GL0049,TWO_WHEELER,['WRONG PARKING'],1,1,0,0,0,0,0,2024-03-10 07:11:46+00:00,7,6,3,2024-03-10,1,morning_peak,0,Electronic City,No Junction,0,,,Z_31_74,12.84189189189189,77.6449074074074
FKID000056,12.8419042,77.6454993,"Neeladri Road, Ajmera Annex, Karuna Nagar, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)",FKN00GL0049,TWO_WHEELER,['WRONG PARKING'],1,1,0,0,0,0,0,2024-03-10 07:11:46+00:00,7,6,3,2024-03-10,1,morning_peak,0,Electronic City,No Junction,0,,,Z_31_74,12.84189189189189,77.6449074074074
FKID000057,12.841905,77.6455267,"Neeladri Road, Ajmera Annex, Karuna Nagar, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)",FKN00GL0050,OTHER,['WRONG PARKING'],1,1,0,0,0,0,0,2024-03-10 07:11:46+00:00,7,6,3,2024-03-10,1,morning_peak,0,Electronic City,No Junction,0,,,Z_31_74,12.84189189189189,77.6449074074074
FKID000058,12.8419016,77.6455174,"Neeladri Road, Ajmera Annex, Karuna Nagar, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)",FKN00GL0051,TWO_WHEELER,['WRONG PARKING'],1,1,0,0,0,0,0,2024-03-10 07:12:46+00:00,7,6,3,2024-03-10,1,morning_peak,0,Electronic City,No Junction,0,,,Z_31_74,12.84189189189189,77.6449074074074
FKID000059,12.8419016,77.6455174,"Neeladri Road, Ajmera Annex, Karuna Nagar, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)",FKN00GL0051,TWO_WHEELER,['WRONG PARKING'],1,1,0,0,0,0,0,2024-03-10 07:12:46+00:00,7,6,3,2024-03-10,1,morning_peak,0,Electronic City,No Junction,0,,,Z_31_74,12.84189189189189,77.6449074074074
FKID000060,12.8419016,77.6455174,"Neeladri Road, Ajmera Annex, Karuna Nagar, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)",FKN00GL0052,OTHER,['WRONG PARKING'],1,1,0,0,0,0,0,2024-03-10 07:34:46+00:00,7,6,3,2024-03-10,1,morning_peak,0,Electronic City,No Junction,0,,,Z_31_74,12.84189189189189,77.6449074074074
FKID000061,12.8419016,77.6455174,"Neeladri Road, Ajmera Annex, Karuna Nagar, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)",FKN00GL0052,OTHER,['WRONG PARKING'],1,1,0,0,0,0,0,2024-03-10 07:34:46+00:00,7,6,3,2024-03-10,1,morning_peak,0,Electronic City,No Junction,0,,,Z_31_74,12.84189189189189,77.6449074074074
FKID000062,12.9940425,77.5891127,"Palace Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0053,TWO_WHEELER,['NO PARKING'],1,0,1,0,0,0,0,2023-11-28 21:22:46+00:00,21,1,11,2023-11-28,0,night,0,High ground,BTP032 - Windsor Circle,1,,approved,Z_65_62,12.995045045045044,77.58935185185184
FKID000063,12.9349413,77.5364074,"8th Main Road, Veerannana Guda, Veerabhadra Nagar, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",FKN00GL0054,TWO_WHEELER,['NO PARKING'],1,0,1,0,0,0,0,2023-11-28 21:20:46+00:00,21,1,11,2023-11-28,0,night,0,Banashankari,No Junction,0,,approved,Z_52_51,12.936486486486485,77.53842592592592
FKID000064,12.8419016,77.6455174,"Neeladri Road, Ajmera Annex, Karuna Nagar, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)",FKN00GL0052,OTHER,['WRONG PARKING'],1,1,0,0,0,0,0,2024-03-10 07:34:46+00:00,7,6,3,2024-03-10,1,morning_peak,0,Electronic City,No Junction,0,,,Z_31_74,12.84189189189189,77.6449074074074
FKID000065,12.9396829,77.6955035,"Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0055,OTHER,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",2,1,0,1,0,0,0,2023-11-22 01:15:46+00:00,1,2,11,2023-11-22,0,night,0,HAL Old Airport,No Junction,0,,approved,Z_53_85,12.94099099099099,77.69583333333333
FKID000066,12.9397901,77.6954983,"Outer Ring Road, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0056,CAR,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",2,1,0,1,0,0,0,2023-11-22 01:14:46+00:00,1,2,11,2023-11-22,0,night,0,HAL Old Airport,No Junction,0,,approved,Z_53_85,12.94099099099099,77.69583333333333
FKID000067,12.8419016,77.6455174,"Neeladri Road, Ajmera Annex, Karuna Nagar, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)",FKN00GL0052,OTHER,['WRONG PARKING'],1,1,0,0,0,0,0,2024-03-10 07:34:46+00:00,7,6,3,2024-03-10,1,morning_peak,0,Electronic City,No Junction,0,,,Z_31_74,12.84189189189189,77.6449074074074
